"AU_s_Dol10_part2" "AU_s_Dol10" "AU_s_Dol11_part2" "AU_s_Dol11" "AU_s_Dol12_part2" "AU_s_Dol12" "AU_s_Dol13_part2" "AU_s_Dol13" "AU_s_Dol14_part2" "AU_s_Dol14" "AU_s_Dol15_part2" "AU_s_Dol15" "AU_s_Dol16_part2" "AU_s_Dol16" "AU_s_Dol17_part2" "AU_s_Dol17" "AU_s_Dol18_part2" "AU_s_Dol18" "AU_s_Dol19_part2" "AU_s_Dol19" "AU_s_Dol2_part2" "AU_s_Dol2" "AU_s_Dol20_part2" "AU_s_Dol20" "AU_s_Dol21_part2" "AU_s_Dol21" "AU_s_Dol22_part2" "AU_s_Dol22" "AU_s_Dol23_part2" "AU_s_Dol23" "AU_s_Dol24_part2" "AU_s_Dol24" "AU_s_Dol3_part2" "AU_s_Dol3" "AU_s_Dol4_part2" "AU_s_Dol4" "AU_s_Dol5_part2" "AU_s_Dol5" "AU_s_Dol6_part2" "AU_s_Dol6" "AU_s_Dol7_part2" "AU_s_Dol7" "AU_s_Dol8_part2" "AU_s_Dol8" "AU_s_Dol9_part2" "AU_s_Dol9" "CAE_s_15" "CAE_s_150" "CAE_s_154" "CAE_s_157" "CAE_s_158" "CAE_s_16" "CAE_s_160" "CAE_s_166" "CAE_s_180" "CAE_s_188" "CAE_s_192" "CAE_s_199" "CAE_s_200" "CAE_s_202" "CAE_s_203" "CAE_s_204" "CAE_s_205" "CAE_s_207" "CAE_s_210" "CAE_s_211" "CAE_s_229" "CAE_s_23" "CAE_s_236" "CAE_s_25" "CAE_s_26" "CAE_s_27" "CAE_s_30" "CAE_s_32" "CAE_s_33" "CAE_s_34" "CAE_s_36" "CAE_s_37" "CAE_s_39" "CAE_s_40" "CAE_s_41" "CAE_s_42" "CAE_s_45" "CAE_s_46" "CAE_s_47" "CAE_s_48" "CAE_s_5" "CAE_s_50" "CAE_s_51" "CAE_s_52" "CAE_s_53" "CAE_s_6" "CAE_s_60" "CAE_s_61" "CAE_s_64" "CAE_s_65" "CAE_s_66" "CAE_s_67" "CAE_s_73" "CAE_s_74" "CAE_s_79"
"i l  " 0.02855782960495 0.0174459176552687 0.0446877443861021 0.0729394602479942 0.0167728950016773 0.0148214021046391 0.0315789473684211 0.0599736116108912 0 0 0.0156201187129022 0.0129182276191706 0.0302785627775535 0.0292397660818713 0.0862515094014145 0 0.0292654375182909 0.016215339711367 0.0215866162978953 0.0404571659755234 0.0172572480441786 0.0205391527599487 0.111441307578009 0.0336927223719677 0.0152788388082506 0.0148728372415845 0.0217730522190369 0.026246719160105 0.00619885940986858 0.011887779362815 0.0107665805340224 0 0.0108108108108108 0.0108754758020663 0 0.0211886852420807 0.00744324525493115 0.0348359228035951 0.0390205833577212 0 0 0.0506585612968592 0.0258131130614352 0 0.0588350656991567 0 0.0137475941710201 0 0.0126167045167802 0.027968116347364 0 0 0 0.0221803260507929 0.00519507506883474 0.0624902359006405 0 0.0251857448684045 0.0363416111447607 0.0325097529258778 0.027292576419214 0 0 0 0.0151929504709815 0.0787711697518708 0.00861920358558869 0.069889341875364 0 0 0 0.0305157155935307 0 0 0 0.0448430493273543 0.00923275782476226 0.0266690372477554 0.0491593746927539 0.0377572210685294 0.0124115675809855 0 0 0.00876654685719295 0 0.0370473279614708 0.0346180475421186 0 0 0 0 0.00738061849582995 0.01363698349925 0 0 0 0.0877706260971328 0.0138792505204719 0.0290739933129815 0 0
"  c l" 0 0 0.0111719360965255 0 0 0 0 0 0 0.0416261967531567 0 0.0129182276191706 0.0100928542591845 0.0292397660818713 0 0 0.0292654375182909 0.0648613588454678 0.0863464651915812 0 0.00575241601472619 0.00513478818998716 0 0 0.0152788388082506 0.00495761241386148 0.0508037885110861 0 0 0.011887779362815 0.0430663221360896 0.00956754688097972 0.0216216216216216 0.0217509516041327 0 0 0.0372162262746557 0.0418031073643141 0.0097551458394303 0 0.0541418516513265 0 0 0 0.0196116885663856 0 0.0274951883420401 0.0155690487311225 0 0.055936232694728 0 0 0 0.0221803260507929 0.00519507506883474 0.0156225589751601 0.031333228889237 0 0.0121138703815869 0 0.13646288209607 0.0205254515599343 0 0 0.0151929504709815 0 0.00861920358558869 0.011648223645894 0.0236518448438978 0.0335120643431635 0 0.0305157155935307 0.0118638035354135 0.0447894893998208 0 0.0298953662182362 0.0646293047733358 0.0266690372477554 0.00983187493855078 0.0943930526713234 0.0496462703239419 0.0305530094714329 0.0449589749353715 0.0262996405715789 0.0406256347755434 0.00926183199036769 0.0461573967228248 0.0581395348837209 0.0377216144851 0.0183183733284484 0.0262260687123 0.0147612369916599 0 0.0398565165404544 0 0.0138312586445367 0 0.0277585010409438 0.0290739933129815 0.0346560388147635 0
"s o  " 0 0.00872295882763433 0.0223438721930511 0 0.0167728950016773 0 0.0210526315789474 0.0119947223221782 0 0 0.0781005935645111 0.0258364552383413 0.0504642712959225 0 0 0.0150421179302046 0.0146327187591454 0.0486460191341009 0.032379924446843 0 0.0172572480441786 0.0513478818998716 0.037147102526003 0.0336927223719677 0.0101858925388337 0.0347032868970304 0.0508037885110861 0.0218722659667542 0.0185965782296058 0.011887779362815 0.0107665805340224 0.0191350937619594 0 0.0217509516041327 0.0260790194288695 0.0105943426210404 0.0297729810197246 0.013934369121438 0 0.0112599932440041 0.0541418516513265 0 0 0.0484378784209252 0 0.018964536317087 0 0.0311380974622451 0 0.041952174521046 0.0161420500403551 0 0.0651890482398957 0.0776311411777753 0.00519507506883474 0.0156225589751601 0.0469998433338556 0.0251857448684045 0.0242277407631738 0 0.027292576419214 0 0 0.0139977603583427 0.0151929504709815 0.0984639621898385 0 0 0.0118259224219489 0 0.0263365815117198 0.0152578577967653 0 0.0149298297999403 0 0.0149476831091181 0.036931031299049 0.00888967908258512 0.0196637498771016 0.0188786105342647 0.024823135161971 0.0203686729809553 0.0561987186692143 0.0262996405715789 0.0101564086938858 0.00926183199036769 0.0461573967228248 0.0387596899224806 0 0 0 0.00738061849582995 0 0.0398565165404544 0.0145964092833163 0 0.0292568753657109 0 0.0145369966564908 0 0.018796992481203
"  b a" 0.00951927653498334 0.00872295882763433 0.0111719360965255 0 0 0 0 0.0359841669665347 0.0377145012257213 0.0832523935063133 0 0 0 0 0.0172503018802829 0 0.0146327187591454 0 0 0.0303428744816426 0.00575241601472619 0 0 0 0 0 0.0072576840730123 0.00437445319335083 0 0 0 0 0.648648648648649 0.032626427406199 0.0521580388577389 0 0.00744324525493115 0.00696718456071901 0 0 0 0 0 0 0 0 0.0962331591971405 0 0 0 0 0.0410846343467543 0 0 0.00519507506883474 0.0156225589751601 0.031333228889237 0 0.169594185342217 0 0.0545851528384279 0.061576354679803 0.0448129061169617 0 0 0 0 0 0.0118259224219489 0 0 0 0.0118638035354135 0.0149298297999403 0.0257864878803507 0 0.00923275782476226 0 0 0 0 0 0 0.00876654685719295 0 0.0185236639807354 0 0.0193798449612403 0 0.0183183733284484 0.0786782061369001 0 0 0.0132855055134848 0.0145964092833163 0 0 0 0 0.0346560388147635 0
"  v a" 0 0.00872295882763433 0 0 0 0 0 0 0 0 0 0.0129182276191706 0 0 0 0 0 0 0 0 0.0172572480441786 0.00513478818998716 0 0 0 0 0.0108865261095185 0 0.00619885940986858 0 0.0215331610680448 0.0287026406429392 0 0.0108754758020663 0 0 0.0744324525493115 0.00696718456071901 0.0682860208760121 0 0.108283703302653 0.0506585612968592 0 0.0484378784209252 0.0588350656991567 0.0379290726341741 0.0274951883420401 0 0.0630835225839011 0.027968116347364 0 0 0.0162972620599739 0.0110901630253965 0.0155852252065042 0.0156225589751601 0.031333228889237 0.0251857448684045 0.0363416111447607 0 0.027292576419214 0.0205254515599343 0.0224064530584808 0.0279955207166853 0.0455788514129444 0.0590783773139031 0.0258576107567661 0 0.0354777672658467 0.0335120643431635 0 0.0762892889838267 0.0474552141416538 0.0447894893998208 0 0.0298953662182362 0.00923275782476226 0.0266690372477554 0.00983187493855078 0 0.024823135161971 0.0203686729809553 0.0337192312015286 0.0613658280003507 0.0101564086938858 0 0.0230786983614124 0.0193798449612403 0 0.0183183733284484 0.0262260687123 0.0295224739833198 0 0 0 0.0138312586445367 0.0292568753657109 0.0138792505204719 0.0436109899694723 0.0346560388147635 0.018796992481203
"  r a" 0.0380771061399334 0 0.0446877443861021 0.0243131534159981 0.0167728950016773 0 0 0.0239894446443565 0.0377145012257213 0 0 0.0129182276191706 0.0100928542591845 0.0487329434697856 0.0345006037605658 0 0 0 0 0 0.0172572480441786 0.0359435173299101 0 0 0.0101858925388337 0 0.0181442101825308 0.0131233595800525 0 0.0297194484070376 0 0.0191350937619594 0 0 0 0 0.0148864905098623 0 0.0487757291971515 0 0 0.0506585612968592 0 0 0 0 0 0 0.0126167045167802 0.027968116347364 0.0161420500403551 0 0.0162972620599739 0.0332704890761894 0.020780300275339 0.0156225589751601 0 0 0 0 0 0.0205254515599343 0.0224064530584808 0 0.0151929504709815 0 0.0258576107567661 0.104834012813046 0 0 0.0131682907558599 0.091547146780592 0.0237276070708269 0.0447894893998208 0.0128932439401753 0.0896860986547085 0.0184655156495245 0.00888967908258512 0.0688231245698555 0.0377572210685294 0.024823135161971 0.0203686729809553 0.0337192312015286 0.0350661874287718 0.0507820434694292 0.0370473279614708 0 0.0193798449612403 0.01886080724255 0.0366367466568969 0.0262260687123 0.0369030924791498 0.0409109504977499 0.0398565165404544 0.0145964092833163 0.0138312586445367 0 0.0277585010409438 0 0.0173280194073817 0.018796992481203
"g e  " 0.00951927653498334 0.0348918353105373 0.0670316165791532 0.0972526136639922 0.0503186850050319 0.0148214021046391 0.168421052631579 0.0119947223221782 0.0188572506128606 0.0693769945885944 0 0.0387546828575119 0.0100928542591845 0.0194931773879142 0.0862515094014145 0.0300842358604091 0 0 0.0971397733405289 0.0202285829877617 0.0172572480441786 0.0102695763799743 0 0 0.0152788388082506 0.0347032868970304 0.0145153681460246 0.00437445319335083 0.0185965782296058 0.00594388968140751 0 0.0191350937619594 0.0108108108108108 0 0 0 0.0223297357647935 0.020901553682157 0.0195102916788606 0 0 0 0.0516262261228704 0.0242189392104626 0.0196116885663856 0.0568936089512611 0 0.0155690487311225 0 0 0.0161420500403551 0 0 0.0110901630253965 0.0103901501376695 0.0156225589751601 0 0.050371489736809 0 0 0.027292576419214 0 0 0.0279955207166853 0.0607718018839259 0 0.00861920358558869 0 0 0.0167560321715818 0.0263365815117198 0.0152578577967653 0.0118638035354135 0 0 0.0298953662182362 0.00923275782476226 0 0.0688231245698555 0 0 0.0407373459619106 0 0.00876654685719295 0 0 0 0 0 0 0.0262260687123 0.00738061849582995 0 0 0 0.0138312586445367 0 0 0 0 0.018796992481203
"  o s" 0.0190385530699667 0.0174459176552687 0.0111719360965255 0.012156576707999 0 0 0 0.0119947223221782 0.0188572506128606 0 0 0 0.161485668146952 0 0.0345006037605658 0.0150421179302046 0.0146327187591454 0 0 0.0101142914938809 0.0517717441325357 0.0102695763799743 0.185735512630015 0 0.0611153552330023 0.0297456744831689 0.0399172624015677 0.00874890638670166 0.0433920158690801 0.154541131716595 0 0.0191350937619594 0.0108108108108108 0.0108754758020663 0 0 0 0.013934369121438 0 0.0225199864880081 0 0 0 0 0 0 0 0.0155690487311225 0.0252334090335604 0.013984058173682 0 0.0205423171733772 0.0814863102998696 0 0 0 0 0 0.0121138703815869 0 0.027292576419214 0.0410509031198686 0.0224064530584808 0 0.0455788514129444 0 0 0.023296447291788 0 0 0 0 0.0118638035354135 0 0 0 0.00923275782476226 0 0.00983187493855078 0.056635831602794 0.0620578379049274 0 0.0224794874676857 0.0350661874287718 0 0.00926183199036769 0 0 0 0 0 0.0295224739833198 0.0272739669984999 0 0 0 0.0292568753657109 0.0277585010409438 0 0 0.056390977443609
"c a  " 0.0380771061399334 0.0348918353105373 0 0.012156576707999 0 0.0148214021046391 0.0210526315789474 0.0119947223221782 0.0188572506128606 0 0 0.0129182276191706 0.0302785627775535 0.0292397660818713 0 0 0 0 0.0215866162978953 0.0202285829877617 0.0345144960883571 0.0359435173299101 0 0 0.035650623885918 0.00495761241386148 0 0.0174978127734033 0.0185965782296058 0.00594388968140751 0.0107665805340224 0.0478377344048986 0 0.032626427406199 0 0.0423773704841615 0.0446594715295869 0.0766390301679091 0.0390205833577212 0 0 0 0 0 0 0 0 0 0.0252334090335604 0.027968116347364 0.0161420500403551 0 0.0162972620599739 0.0221803260507929 0.020780300275339 0.0468676769254804 0 0 0.0121138703815869 0.0162548764629389 0.027292576419214 0.0205254515599343 0.0224064530584808 0 0.0759647523549073 0 0.0344768143423548 0 0.0118259224219489 0 0.0131682907558599 0.0152578577967653 0.0118638035354135 0.0149298297999403 0.0257864878803507 0.0149476831091181 0.00923275782476226 0.00888967908258512 0.00983187493855078 0 0.0124115675809855 0.0305530094714329 0.0224794874676857 0.0175330937143859 0.0304692260816575 0 0.0115393491807062 0.0193798449612403 0.01886080724255 0.0183183733284484 0.0262260687123 0.0442837109749797 0 0 0 0.0138312586445367 0 0.0138792505204719 0.0436109899694723 0.0346560388147635 0.056390977443609
"  i e" 0 0 0.0223438721930511 0 0 0 0.0210526315789474 0.0239894446443565 0.0188572506128606 0.0277507978354378 0 0 0 0.0194931773879142 0.0172503018802829 0.0150421179302046 0 0 0.0107933081489477 0.0101142914938809 0.0230096640589047 0.0102695763799743 0 0 0.0458365164247517 0 0.0290307362920492 0.026246719160105 0 0 0.0215331610680448 0.0287026406429392 0 0.0217509516041327 0 0.0105943426210404 0 0.00696718456071901 0 0 0 0 0 0.0242189392104626 0 0 0 0.0155690487311225 0 0.013984058173682 0 0 0 0.0110901630253965 0.0623409008260169 0 0.0783330722230926 0.352600428157663 0.0121138703815869 0.0325097529258778 0 0.0205254515599343 0.0224064530584808 0.0279955207166853 0 0.0196927924379677 0.0603344250991208 0.023296447291788 0.0118259224219489 0 0 0.0610314311870613 0.0355914106062404 0 0.0257864878803507 0 0.0184655156495245 0.0177793581651702 0.0393274997542031 0 0.0124115675809855 0.0101843364904776 0.0112397437338429 0.0175330937143859 0 0 0 0 0 0.0183183733284484 0.0262260687123 0.00738061849582995 0.01363698349925 0.0265710110269696 0.0145964092833163 0.0138312586445367 0 0.0138792505204719 0.0145369966564908 0.0173280194073817 0.018796992481203
"  a t" 0.02855782960495 0.0348918353105373 0 0 0 0 0.0210526315789474 0.0119947223221782 0 0 0 0 0.040371417036738 0 0 0 0.0585308750365818 0 0 0 0.0517717441325357 0.00513478818998716 0 0 0 0.0247880620693074 0.0108865261095185 0.0437445319335083 0.00619885940986858 0.0178316690442225 0.0215331610680448 0.00956754688097972 0 0 0.0130395097144347 0.0105943426210404 0.0669892072943803 0.020901553682157 0.0877963125548727 0.0112599932440041 0 0.101317122593718 0.0258131130614352 0.0484378784209252 0 0 0.0274951883420401 0.0155690487311225 0.0126167045167802 0 0.0161420500403551 0.0410846343467543 0.0162972620599739 0.0221803260507929 0 0.0312451179503203 0.031333228889237 0 0.0242277407631738 0.0162548764629389 0 0.0410509031198686 0 0.0139977603583427 0 0.0590783773139031 0 0.023296447291788 0 0 0.0263365815117198 0.0152578577967653 0 0.0149298297999403 0 0.0298953662182362 0 0 0.00983187493855078 0 0.0124115675809855 0 0.0112397437338429 0.0175330937143859 0.0101564086938858 0 0 0.0387596899224806 0 0.0366367466568969 0.0524521374246001 0.0147612369916599 0 0 0 0 0.0292568753657109 0.0138792505204719 0.0290739933129815 0.0519840582221452 0.037593984962406
"  g a" 0 0.052337752965806 0 0 0 0.0296428042092782 0 0 0 0 0 0.0129182276191706 0.0504642712959225 0 0 0 0 0 0 0 0.0172572480441786 0.0102695763799743 0.0742942050520059 0 0.0101858925388337 0.00495761241386148 0.00362884203650615 0.0174978127734033 0.00619885940986858 0 0.0107665805340224 0 0.0108108108108108 0.0217509516041327 0 0 0.0297729810197246 0.0278687382428761 0 0.0112599932440041 0 0 0.0258131130614352 0 0 0 0.0137475941710201 0.12455238984898 0.0252334090335604 0 0.0484261501210654 0.0616269515201315 0.0162972620599739 0.255073749584119 0.0103901501376695 0.0156225589751601 0.0156666144446185 0.0125928724342022 0 0.0650195058517555 0.027292576419214 0.0410509031198686 0.0224064530584808 0.0279955207166853 0 0 0.00861920358558869 0.023296447291788 0.0473036896877956 0 0 0.0305157155935307 0.0237276070708269 0 0.038679731820526 0 0.036931031299049 0 0.0196637498771016 0 0 0 0 0.00876654685719295 0.0101564086938858 0 0.0115393491807062 0 0 0 0.0262260687123 0.0221418554874899 0 0 0.0145964092833163 0.0138312586445367 0 0.0138792505204719 0.0436109899694723 0 0
"u c  " 0 0 0.0335158082895766 0.012156576707999 0.0335457900033546 0 0 0.0119947223221782 0 0.0971277924240322 0 0 0.060557125555107 0.126705653021442 0 0 0 0 0 0.0101142914938809 0.0230096640589047 0.0256739409499358 0 0.0336927223719677 0.0152788388082506 0.00991522482772297 0.0217730522190369 0.00437445319335083 0.0309942970493429 0.0356633380884451 0 0.0574052812858783 0 0 0.0130395097144347 0 0.0744324525493115 0.0557374764857521 0 0 0.0541418516513265 0.0506585612968592 0 0 0 0 0 0.0467071461933676 0.0504668180671209 0 0 0 0 0.0221803260507929 0.00519507506883474 0.0156225589751601 0.0156666144446185 0.0377786173026067 0.0121138703815869 0.0162548764629389 0.027292576419214 0 0 0 0.0151929504709815 0.0393855848759354 0 0 0.0118259224219489 0 0.0263365815117198 0 0.0237276070708269 0 0.0128932439401753 0 0 0.00888967908258512 0.0196637498771016 0 0.0124115675809855 0.0101843364904776 0.0112397437338429 0.0262996405715789 0.0101564086938858 0 0.0346180475421186 0 0 0.0366367466568969 0.0262260687123 0 0 0 0.0145964092833163 0.04149377593361 0.0292568753657109 0 0.0145369966564908 0.0173280194073817 0.018796992481203
"  i r" 0.00951927653498334 0.00872295882763433 0.0111719360965255 0.012156576707999 0.0167728950016773 0 0.0421052631578947 0 0.0377145012257213 0 0.0156201187129022 0.0258364552383413 0.0302785627775535 0.0194931773879142 0.0172503018802829 0.0150421179302046 0.0292654375182909 0 0.0431732325957906 0.0202285829877617 0.0172572480441786 0.0102695763799743 0 0 0.0203717850776674 0.0545337365524763 0.00362884203650615 0.0131233595800525 0.00619885940986858 0.00594388968140751 0 0.0478377344048986 0 0 0.0130395097144347 0 0.0148864905098623 0.0348359228035951 0.097551458394303 0.0112599932440041 0 0 0.0516262261228704 0 0.0196116885663856 0 0 0 0 0.013984058173682 0.0161420500403551 0 0 0.0110901630253965 0.0623409008260169 0.0468676769254804 0 0 0.0121138703815869 0 0 0.0205254515599343 0 0.0139977603583427 0 0 0.00861920358558869 0 0.0118259224219489 0.0167560321715818 0 0 0 0.0149298297999403 0 0 0.0461637891238113 0.0266690372477554 0.00983187493855078 0.0943930526713234 0.0372347027429564 0.0407373459619106 0.0224794874676857 0.0525992811431577 0.0101564086938858 0.00926183199036769 0.0115393491807062 0.0193798449612403 0 0 0.0262260687123 0 0 0.0132855055134848 0.0145964092833163 0.0276625172890733 0.0585137507314219 0.0138792505204719 0.0145369966564908 0 0
"  p i" 0 0 0.0111719360965255 0.0243131534159981 0.0838644750083865 0.0296428042092782 0.0210526315789474 0 0 0 0 0 0.020185708518369 0 0 0 0.0146327187591454 0 0 0.0101142914938809 0.0172572480441786 0.00513478818998716 0 0.0336927223719677 0 0 0 0.100612423447069 0.00619885940986858 0.00594388968140751 0.0107665805340224 0 0 0 0.0130395097144347 0 0.0223297357647935 0.013934369121438 0.0195102916788606 0 0 0 0 0 0 0 0 0.0467071461933676 0.0126167045167802 0.013984058173682 0 0.0410846343467543 0.0325945241199478 0 0.00519507506883474 0.0156225589751601 0.0156666144446185 0.0251857448684045 0 0.0325097529258778 0.109170305676856 0 0 0.0559910414333707 0.0303859009419629 0 0.00861920358558869 0 0.0354777672658467 0 0.0790097445351593 0.0305157155935307 0.0237276070708269 0 0.0128932439401753 0.0149476831091181 0.036931031299049 0.0177793581651702 0.0196637498771016 0.0188786105342647 0 0.0101843364904776 0 0.0175330937143859 0.0101564086938858 0.00926183199036769 0.0115393491807062 0.0387596899224806 0.01886080724255 0 0.0262260687123 0.00738061849582995 0.0272739669984999 0.0132855055134848 0 0.0138312586445367 0 0.0971547536433033 0.0145369966564908 0.0173280194073817 0
"  i b" 0.0571156592099 0 0.10054742486873 0 0.0167728950016773 0 0.105263157894737 0.0239894446443565 0.0188572506128606 0 0 0.0387546828575119 0.0302785627775535 0 0.0172503018802829 0.0150421179302046 0.0585308750365818 0 0.0215866162978953 0 0.0287620800736309 0.0256739409499358 0.111441307578009 0 0.0509294626941686 0.00495761241386148 0.0326595783285554 0.0437445319335083 0.0185965782296058 0.011887779362815 0 0.00956754688097972 0.0324324324324324 0.0217509516041327 0.0391185291433042 0 0.0148864905098623 0.013934369121438 0.0292654375182909 0 0 0.0506585612968592 0.0516262261228704 0 0 0 0 0.0155690487311225 0 0 0 0 0.0651890482398957 0.0332704890761894 0 0.0156225589751601 0 0 0 0.0325097529258778 0 0 0 0 0.0759647523549073 0 0 0 0 0 0.0263365815117198 0 0 0.0298596595998806 0 0.0149476831091181 0 0.00888967908258512 0.00983187493855078 0 0 0 0 0.0175330937143859 0 0.00926183199036769 0.0115393491807062 0 0 0 0 0.00738061849582995 0 0.0265710110269696 0 0 0 0 0.0145369966564908 0 0
"  a i" 0.0380771061399334 0.00872295882763433 0.0111719360965255 0.0486263068319961 0 0.0444642063139173 0.0105263157894737 0.0239894446443565 0 0 0.0781005935645111 0.0258364552383413 0.040371417036738 0.0487329434697856 0.0172503018802829 0.0451263537906137 0.0146327187591454 0.0324306794227339 0.0215866162978953 0.070800040457166 0.00575241601472619 0.0102695763799743 0.111441307578009 0.0336927223719677 0.0101858925388337 0.0247880620693074 0.0254018942555431 0 0.0309942970493429 0 0 0 0 0.0217509516041327 0.0521580388577389 0.0211886852420807 0.0223297357647935 0.013934369121438 0.0292654375182909 0 0 0 0.0258131130614352 0.0242189392104626 0 0.0758581452683482 0.0137475941710201 0 0 0.013984058173682 0.0484261501210654 0 0 0 0.00519507506883474 0.0156225589751601 0.0156666144446185 0.0125928724342022 0 0 0 0 0 0 0.0151929504709815 0.0196927924379677 0.00861920358558869 0 0 0.0167560321715818 0.0131682907558599 0 0 0 0 0.0149476831091181 0 0.00888967908258512 0.0196637498771016 0 0 0.0203686729809553 0.0112397437338429 0 0 0 0 0.0193798449612403 0.01886080724255 0.0183183733284484 0 0 0 0 0 0.0138312586445367 0 0 0 0.0173280194073817 0
"  r o" 0.02855782960495 0.0174459176552687 0 0 0 0 0 0 0 0 0 0 0 0.00974658869395711 0 0.0150421179302046 0 0 0.0215866162978953 0 0.00575241601472619 0.0102695763799743 0 0 0.00509294626941686 0 0.0145153681460246 0.00874890638670166 0.0247954376394743 0.00594388968140751 0 0 0 0 0 0 0 0.00696718456071901 0.0097551458394303 0 0 0 0.0258131130614352 0 0 0 0.0274951883420401 0.0311380974622451 0.0126167045167802 0.055936232694728 0.0161420500403551 0 0 0.0221803260507929 0.00519507506883474 0.0312451179503203 0.031333228889237 0.0251857448684045 0.0121138703815869 0.0487646293888166 0 0.0205254515599343 0.0224064530584808 0.0279955207166853 0.0303859009419629 0.0590783773139031 0.00861920358558869 0 0 0.0167560321715818 0.0131682907558599 0.0152578577967653 0 0.0597193191997611 0 0.0149476831091181 0 0.00888967908258512 0.00983187493855078 0 0.0124115675809855 0.0305530094714329 0.0112397437338429 0.0175330937143859 0.0203128173877717 0 0.0230786983614124 0.0387596899224806 0 0 0 0.0590449479666396 0 0.0531420220539392 0 0.0276625172890733 0 0.0693962526023595 0.0581479866259631 0.0693120776295269 0
"  a s" 0 0 0 0.012156576707999 0 0.0148214021046391 0 0.0119947223221782 0 0 0 0.0129182276191706 0 0.00974658869395711 0.0172503018802829 0 0 0 0 0 0.0230096640589047 0.0102695763799743 0 0 0 0.0198304496554459 0.00362884203650615 0.0218722659667542 0.00619885940986858 0.0178316690442225 0.0107665805340224 0 0 0 0 0 0.0297729810197246 0.013934369121438 0 0.0337799797320122 0.108283703302653 0 0 0 0.0392233771327711 0.018964536317087 0 0.0778452436556126 0 0 0 0 0.0162972620599739 0 0.0103901501376695 0.0312451179503203 0.0156666144446185 0 0 0.0325097529258778 0.027292576419214 0 0 0 0.182315405651778 0 0.0172384071711774 0.011648223645894 0.0118259224219489 0 0.0263365815117198 0 0 0 0.0128932439401753 0 0.0276982734742868 0 0.00983187493855078 0.132150273739853 0.0124115675809855 0.0101843364904776 0.0112397437338429 0 0.0101564086938858 0.0185236639807354 0.0923147934456497 0.0193798449612403 0 0 0 0.0147612369916599 0 0 0.0145964092833163 0 0 0 0.0145369966564908 0.0173280194073817 0
"v i  " 0.02855782960495 0.026168876482903 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0287620800736309 0.0821566110397946 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0148864905098623 0.013934369121438 0.0195102916788606 0 0 0 0.154878678368611 0 0 0 0.109980753368161 0 0.0252334090335604 0.083904349042092 0.112994350282486 0 0.0162972620599739 0 0 0.0468676769254804 0.0156666144446185 0.0251857448684045 0 0 0 0 0 0 0 0 0 0 0.0354777672658467 0.0502680965147453 0.0395048722675797 0.0610314311870613 0 0 0.0128932439401753 0 0.00923275782476226 0.00888967908258512 0 0 0 0.0203686729809553 0 0.0175330937143859 0 0 0.0461573967228248 0 0.01886080724255 0 0 0.0221418554874899 0.01363698349925 0.0132855055134848 0.0145964092833163 0 0 0 0.0145369966564908 0.0173280194073817 0
"b o  " 0.02855782960495 0.052337752965806 0.0223438721930511 0 0 0.0148214021046391 0.0315789473684211 0.0119947223221782 0.0188572506128606 0.0693769945885944 0 0.0129182276191706 0 0.0292397660818713 0 0.0300842358604091 0.0292654375182909 0 0 0.0101142914938809 0.00575241601472619 0.00513478818998716 0.0742942050520059 0 0.0101858925388337 0.00495761241386148 0.0072576840730123 0.0218722659667542 0.0433920158690801 0.00594388968140751 0 0 0.0648648648648649 0.0435019032082654 0.0391185291433042 0.0211886852420807 0.0223297357647935 0.013934369121438 0.0195102916788606 0 0 0 0 0 0.0392233771327711 0.018964536317087 0 0.0467071461933676 0 0 0 0 0.0325945241199478 0.0110901630253965 0.00519507506883474 0 0 0.0125928724342022 0.0121138703815869 0.0162548764629389 0 0 0 0 0.0151929504709815 0 0.00861920358558869 0 0 0.0167560321715818 0 0 0 0 0 0.0149476831091181 0.00923275782476226 0 0 0.0188786105342647 0 0 0 0 0 0.00926183199036769 0 0 0 0 0 0.00738061849582995 0 0.0265710110269696 0 0.0276625172890733 0 0 0.0145369966564908 0 0.056390977443609
"  e b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.151351351351351 0 0 0 0 0 0 0 0 0 0 0 0 0.018964536317087 0 0 0 0 0 0.0205423171733772 0 0.0110901630253965 0.00519507506883474 0.0156225589751601 0.0156666144446185 0 0.0121138703815869 0.0162548764629389 0 0 0.0448129061169617 0 0 0 0.00861920358558869 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0101843364904776 0 0.324362233716139 0.436725573837091 0 0 0 0 0 0 0.0147612369916599 0 0.0132855055134848 0 0 0 0.0277585010409438 0.0145369966564908 0 0
